usage_id,consumable_id,session_id,quantity_used,usage_date
215,3,56,0.43,2025-11-16 15:25:00
216,11,56,0.62,2025-11-16 15:25:00
217,12,56,0.5,2025-11-16 15:25:00
218,16,56,1.16,2025-11-16 15:25:00
219,17,56,1.04,2025-11-16 15:25:00
220,5,56,2.09,2025-11-16 15:25:00
221,1,56,1.6,2025-11-16 15:25:00
222,19,57,0.75,2025-12-18 13:31:00
223,20,57,3.94,2025-12-18 13:31:00
224,21,57,6.62,2025-12-18 13:31:00
225,5,57,1.79,2025-12-18 13:31:00
226,1,57,1.74,2025-12-18 13:31:00
227,27,58,0.77,2025-12-27 09:20:00
228,11,58,0.52,2025-12-27 09:20:00
229,12,58,0.35,2025-12-27 09:20:00
230,5,58,2.04,2025-12-27 09:20:00
231,24,59,0.37,2026-01-08 14:08:00
232,25,59,0.49,2026-01-08 14:08:00
233,5,59,0.86,2026-01-08 14:08:00
234,24,60,0.44,2026-04-11 16:40:00
235,25,60,0.54,2026-04-11 16:40:00
236,5,60,1.14,2026-04-11 16:40:00
237,2,61,0.52,2026-04-30 15:08:00
238,3,61,0.54,2026-04-30 15:08:00
239,11,61,0.59,2026-04-30 15:08:00
240,12,61,0.52,2026-04-30 15:08:00
241,16,61,1.17,2026-04-30 15:08:00
242,17,61,1.15,2026-04-30 15:08:00
243,5,61,1.84,2026-04-30 15:08:00
244,1,61,1.88,2026-04-30 15:08:00
245,2,62,0.54,2026-06-13 11:41:00
246,3,62,0.58,2026-06-13 11:41:00
247,11,62,0.53,2026-06-13 11:41:00
248,12,62,0.56,2026-06-13 11:41:00
249,16,62,1.06,2026-06-13 11:41:00
250,17,62,0.82,2026-06-13 11:41:00
251,5,62,2.0,2026-06-13 11:41:00
252,1,62,1.75,2026-06-13 11:41:00
253,5,63,1.83,2025-07-20 13:23:00
254,6,63,0.88,2025-07-20 13:23:00
255,29,63,1.12,2025-07-20 13:23:00
256,22,64,2.61,2025-07-29 11:56:00
257,5,64,2.32,2025-07-29 11:56:00
258,10,64,2.33,2025-07-29 11:56:00
259,24,65,0.36,2025-10-14 14:38:00
260,25,65,0.61,2025-10-14 14:38:00
261,5,65,0.98,2025-10-14 14:38:00
262,19,66,0.91,2025-10-15 12:08:00
263,20,66,3.87,2025-10-15 12:08:00
264,21,66,5.6,2025-10-15 12:08:00
265,5,66,2.22,2025-10-15 12:08:00
266,1,66,1.76,2025-10-15 12:08:00
267,26,67,1.33,2026-05-17 12:38:00
268,5,67,1.92,2026-05-17 12:38:00
269,10,67,1.07,2026-05-17 12:38:00
270,4,68,1.1,2026-05-26 15:39:00
271,16,68,1.08,2026-05-26 15:39:00
272,17,68,0.96,2026-05-26 15:39:00
273,5,68,2.34,2026-05-26 15:39:00
274,10,68,1.01,2026-05-26 15:39:00
275,1,68,1.88,2026-05-26 15:39:00
276,4,69,0.99,2026-05-31 15:13:00
277,16,69,0.97,2026-05-31 15:13:00
278,17,69,1.11,2026-05-31 15:13:00
279,5,69,2.07,2026-05-31 15:13:00
280,10,69,1.0,2026-05-31 15:13:00
281,1,69,2.09,2026-05-31 15:13:00
282,5,70,1.86,2026-06-14 14:34:00
283,6,70,0.84,2026-06-14 14:34:00
284,29,70,1.02,2026-06-14 14:34:00
285,28,70,5.5,2026-06-14 14:34:00
286,15,71,1.62,2025-10-06 16:14:00
287,13,71,0.51,2025-10-06 16:14:00
288,14,71,1.91,2025-10-06 16:14:00
289,1,71,2.43,2025-10-06 16:14:00
290,5,71,1.75,2025-10-06 16:14:00
291,9,71,1.08,2025-10-06 16:14:00
292,19,72,0.83,2025-12-04 15:49:00
293,20,72,3.86,2025-12-04 15:49:00
294,21,72,6.4,2025-12-04 15:49:00
295,5,72,2.11,2025-12-04 15:49:00
296,1,72,1.61,2025-12-04 15:49:00
297,4,73,1.34,2025-12-10 13:40:00
298,16,73,1.02,2025-12-10 13:40:00
299,17,73,0.92,2025-12-10 13:40:00
300,5,73,1.96,2025-12-10 13:40:00
301,10,73,1.18,2025-12-10 13:40:00
302,1,73,1.53,2025-12-10 13:40:00
303,2,74,0.46,2025-12-30 16:16:00
304,3,74,0.55,2025-12-30 16:16:00
305,11,74,0.52,2025-12-30 16:16:00
306,12,74,0.51,2025-12-30 16:16:00
307,16,74,0.99,2025-12-30 16:16:00
308,17,74,1.12,2025-12-30 16:16:00
309,5,74,1.91,2025-12-30 16:16:00
310,1,74,1.54,2025-12-30 16:16:00
311,5,75,1.92,2026-01-05 13:11:00
312,6,75,1.02,2026-01-05 13:11:00
313,29,75,1.02,2026-01-05 13:11:00
314,28,75,5.69,2026-01-05 13:11:00
315,4,76,1.34,2026-04-01 10:07:00
316,16,76,1.12,2026-04-01 10:07:00
317,17,76,0.89,2026-04-01 10:07:00
318,5,76,2.19,2026-04-01 10:07:00
319,10,76,0.98,2026-04-01 10:07:00
320,1,76,2.11,2026-04-01 10:07:00
321,15,77,1.25,2025-12-17 10:10:00
322,13,77,0.7,2025-12-17 10:10:00
323,14,77,1.74,2025-12-17 10:10:00
324,1,77,2.72,2025-12-17 10:10:00
325,5,77,2.07,2025-12-17 10:10:00
326,9,77,0.88,2025-12-17 10:10:00
327,26,78,1.39,2026-02-24 13:19:00
328,5,78,2.3,2026-02-24 13:19:00
329,10,78,1.0,2026-02-24 13:19:00
330,19,79,0.8,2026-03-07 12:24:00
331,20,79,3.66,2026-03-07 12:24:00
332,21,79,6.67,2026-03-07 12:24:00
333,5,79,2.2,2026-03-07 12:24:00
334,1,79,1.53,2026-03-07 12:24:00
335,19,80,0.85,2026-03-15 09:56:00
336,20,80,3.39,2026-03-15 09:56:00
337,21,80,5.66,2026-03-15 09:56:00
338,5,80,2.19,2026-03-15 09:56:00
339,1,80,1.39,2026-03-15 09:56:00
340,5,81,2.28,2026-04-01 09:16:00
341,6,81,1.05,2026-04-01 09:16:00
342,29,81,0.9,2026-04-01 09:16:00
343,28,81,5.24,2026-04-01 09:16:00
344,5,82,1.69,2026-04-02 17:19:00
345,6,82,0.86,2026-04-02 17:19:00
346,29,82,0.97,2026-04-02 17:19:00
347,1,83,2.94,2026-05-03 15:30:00
348,5,83,2.27,2026-05-03 15:30:00
349,9,83,1.84,2026-05-03 15:30:00
350,29,83,1.14,2026-05-03 15:30:00
351,5,84,1.94,2026-05-26 14:07:00
352,6,84,1.14,2026-05-26 14:07:00
353,29,84,0.89,2026-05-26 14:07:00
354,28,84,4.3,2026-05-26 14:07:00
355,30,85,0.95,2026-07-07 09:10:00
356,5,85,1.99,2026-07-07 09:10:00
357,29,85,0.97,2026-07-07 09:10:00
358,15,86,2.74,2025-11-15 13:04:00
359,13,86,1.2,2025-11-15 13:04:00
360,14,86,4.69,2025-11-15 13:04:00
361,1,86,3.28,2025-11-15 13:04:00
362,5,86,2.47,2025-11-15 13:04:00
363,9,86,2.25,2025-11-15 13:04:00
364,24,87,0.42,2025-11-17 16:34:00
365,25,87,0.63,2025-11-17 16:34:00
366,5,87,1.12,2025-11-17 16:34:00
367,2,88,0.5,2025-12-15 11:13:00
368,3,88,0.59,2025-12-15 11:13:00
369,11,88,0.56,2025-12-15 11:13:00
370,12,88,0.52,2025-12-15 11:13:00
371,16,88,1.04,2025-12-15 11:13:00
372,17,88,0.85,2025-12-15 11:13:00
373,5,88,1.99,2025-12-15 11:13:00
374,1,88,1.49,2025-12-15 11:13:00
375,27,89,0.67,2026-01-06 09:19:00
376,11,89,0.55,2026-01-06 09:19:00
377,12,89,0.39,2026-01-06 09:19:00
378,5,89,1.93,2026-01-06 09:19:00
379,5,90,2.35,2026-01-12 15:32:00
380,6,90,1.1,2026-01-12 15:32:00
381,29,90,0.93,2026-01-12 15:32:00
382,30,91,1.01,2026-01-25 16:45:00
383,5,91,1.69,2026-01-25 16:45:00
384,24,92,0.38,2026-03-09 16:59:00
385,25,92,0.61,2026-03-09 16:59:00
386,5,92,1.02,2026-03-09 16:59:00
387,2,93,0.75,2026-06-08 09:11:00
388,3,93,0.94,2026-06-08 09:11:00
389,11,93,0.69,2026-06-08 09:11:00
390,12,93,0.55,2026-06-08 09:11:00
391,5,93,2.07,2026-06-08 09:11:00
392,1,93,2.03,2026-06-08 09:11:00
393,15,94,1.58,2026-06-15 09:01:00
394,13,94,0.6,2026-06-15 09:01:00
395,14,94,1.92,2026-06-15 09:01:00
396,1,94,2.36,2026-06-15 09:01:00
397,5,94,2.29,2026-06-15 09:01:00
398,9,94,1.09,2026-06-15 09:01:00
399,4,95,1.25,2026-07-12 17:03:00
400,16,95,1.18,2026-07-12 17:03:00
401,17,95,1.09,2026-07-12 17:03:00
402,5,95,2.29,2026-07-12 17:03:00
403,10,95,0.93,2026-07-12 17:03:00
404,1,95,1.94,2026-07-12 17:03:00
405,30,96,1.17,2025-07-07 11:17:00
406,5,96,2.26,2025-07-07 11:17:00
407,29,96,0.83,2025-07-07 11:17:00
408,15,97,2.51,2025-07-17 11:02:00
409,13,97,1.24,2025-07-17 11:02:00
410,14,97,3.77,2025-07-17 11:02:00
411,1,97,2.67,2025-07-17 11:02:00
412,5,97,2.54,2025-07-17 11:02:00
413,9,97,1.87,2025-07-17 11:02:00
414,19,98,0.76,2025-08-06 13:27:00
415,20,98,4.54,2025-08-06 13:27:00
416,21,98,5.18,2025-08-06 13:27:00
417,5,98,1.67,2025-08-06 13:27:00
418,1,98,1.55,2025-08-06 13:27:00
419,26,99,1.28,2025-08-21 11:06:00
420,5,99,1.78,2025-08-21 11:06:00
421,10,99,0.99,2025-08-21 11:06:00
422,24,100,0.47,2025-10-15 17:24:00
423,25,100,0.5,2025-10-15 17:24:00
424,5,100,1.1,2025-10-15 17:24:00
425,1,101,3.59,2025-10-28 14:56:00
426,8,101,2.14,2025-10-28 14:56:00
427,9,101,4.62,2025-10-28 14:56:00
428,5,101,3.82,2025-10-28 14:56:00
429,29,101,1.97,2025-10-28 14:56:00
430,28,101,5.15,2025-10-28 14:56:00
431,2,102,0.52,2025-12-02 16:31:00
432,3,102,0.42,2025-12-02 16:31:00
433,11,102,0.7,2025-12-02 16:31:00
434,12,102,0.42,2025-12-02 16:31:00
435,16,102,1.17,2025-12-02 16:31:00
436,17,102,1.14,2025-12-02 16:31:00
437,5,102,1.76,2025-12-02 16:31:00
438,1,102,2.1,2025-12-02 16:31:00
439,15,103,2.3,2025-12-10 13:48:00
440,13,103,0.74,2025-12-10 13:48:00
441,14,103,3.13,2025-12-10 13:48:00
442,1,103,2.41,2025-12-10 13:48:00
443,5,103,2.96,2025-12-10 13:48:00
444,9,103,1.14,2025-12-10 13:48:00
445,24,104,0.36,2026-07-16 15:06:00
446,25,104,0.54,2026-07-16 15:06:00
447,5,104,0.98,2026-07-16 15:06:00
448,4,105,1.16,2025-07-31 15:38:00
449,16,105,0.94,2025-07-31 15:38:00
450,17,105,1.07,2025-07-31 15:38:00
451,5,105,1.98,2025-07-31 15:38:00
452,10,105,1.11,2025-07-31 15:38:00
453,1,105,2.08,2025-07-31 15:38:00
454,24,106,0.45,2025-08-16 17:38:00
455,25,106,0.65,2025-08-16 17:38:00
456,5,106,0.88,2025-08-16 17:38:00
457,2,107,0.48,2025-09-15 13:01:00
458,3,107,0.59,2025-09-15 13:01:00
459,11,107,0.71,2025-09-15 13:01:00
460,12,107,0.46,2025-09-15 13:01:00
461,16,107,0.97,2025-09-15 13:01:00
462,17,107,1.0,2025-09-15 13:01:00
463,5,107,1.94,2025-09-15 13:01:00
464,1,107,2.12,2025-09-15 13:01:00
465,2,108,0.53,2025-09-27 13:57:00
466,3,108,0.43,2025-09-27 13:57:00
467,11,108,0.57,2025-09-27 13:57:00
468,12,108,0.46,2025-09-27 13:57:00
469,16,108,0.95,2025-09-27 13:57:00
470,17,108,1.04,2025-09-27 13:57:00
471,5,108,1.69,2025-09-27 13:57:00
472,1,108,2.0,2025-09-27 13:57:00
473,1,109,2.16,2025-11-03 16:36:00
474,5,109,1.89,2025-11-03 16:36:00
475,9,109,1.86,2025-11-03 16:36:00
476,29,109,0.87,2025-11-03 16:36:00
477,27,110,0.79,2025-12-22 14:01:00
478,11,110,0.48,2025-12-22 14:01:00
479,12,110,0.34,2025-12-22 14:01:00
480,5,110,2.1,2025-12-22 14:01:00
481,19,111,0.7,2026-01-01 12:49:00
482,20,111,3.82,2026-01-01 12:49:00
483,21,111,6.69,2026-01-01 12:49:00
484,5,111,1.85,2026-01-01 12:49:00
485,1,111,1.49,2026-01-01 12:49:00
486,1,112,4.57,2026-01-28 14:04:00
487,8,112,1.69,2026-01-28 14:04:00
488,9,112,3.48,2026-01-28 14:04:00
489,5,112,4.44,2026-01-28 14:04:00
490,29,112,2.21,2026-01-28 14:04:00
491,28,112,6.4,2026-01-28 14:04:00
492,15,113,1.67,2026-04-25 15:23:00
493,13,113,0.62,2026-04-25 15:23:00
494,14,113,2.32,2026-04-25 15:23:00
495,1,113,2.93,2026-04-25 15:23:00
496,5,113,1.72,2026-04-25 15:23:00
497,9,113,1.07,2026-04-25 15:23:00
498,27,114,0.74,2026-05-02 13:10:00
499,11,114,0.44,2026-05-02 13:10:00
500,12,114,0.45,2026-05-02 13:10:00
501,5,114,1.77,2026-05-02 13:10:00
502,15,115,1.26,2026-05-19 11:58:00
503,13,115,0.54,2026-05-19 11:58:00
504,14,115,1.92,2026-05-19 11:58:00
505,1,115,2.72,2026-05-19 11:58:00
506,5,115,1.77,2026-05-19 11:58:00
507,9,115,0.86,2026-05-19 11:58:00
508,24,116,0.33,2026-05-27 16:09:00
509,25,116,0.64,2026-05-27 16:09:00
510,5,116,1.07,2026-05-27 16:09:00
511,19,117,1.48,2026-07-11 11:43:00
512,20,117,6.89,2026-07-11 11:43:00
513,21,117,10.47,2026-07-11 11:43:00
514,5,117,2.51,2026-07-11 11:43:00
515,1,117,2.25,2026-07-11 11:43:00
516,27,118,0.83,2025-08-26 17:02:00
517,11,118,0.53,2025-08-26 17:02:00
518,12,118,0.43,2025-08-26 17:02:00
519,5,118,2.03,2025-08-26 17:02:00
520,24,119,0.35,2025-12-02 16:45:00
521,25,119,0.65,2025-12-02 16:45:00
522,5,119,1.12,2025-12-02 16:45:00
523,1,120,4.88,2026-04-05 15:35:00
524,8,120,2.49,2026-04-05 15:35:00
525,9,120,5.08,2026-04-05 15:35:00
526,5,120,6.78,2026-04-05 15:35:00
527,28,120,9.81,2026-04-05 15:35:00
528,20,120,2.92,2026-04-05 15:35:00
529,27,121,0.9,2026-04-12 13:35:00
530,11,121,0.59,2026-04-12 13:35:00
531,12,121,0.33,2026-04-12 13:35:00
532,5,121,1.8,2026-04-12 13:35:00
533,27,122,0.92,2026-05-21 09:39:00
534,11,122,0.57,2026-05-21 09:39:00
535,12,122,0.34,2026-05-21 09:39:00
536,5,122,1.8,2026-05-21 09:39:00
537,4,123,1.12,2026-07-23 15:48:00
538,16,123,1.11,2026-07-23 15:48:00
539,17,123,1.11,2026-07-23 15:48:00
540,5,123,2.36,2026-07-23 15:48:00
541,10,123,1.15,2026-07-23 15:48:00
542,1,123,2.01,2026-07-23 15:48:00
543,19,124,0.79,2026-07-27 09:04:00
544,20,124,3.67,2026-07-27 09:04:00
545,21,124,6.26,2026-07-27 09:04:00
546,5,124,1.66,2026-07-27 09:04:00
547,1,124,1.41,2026-07-27 09:04:00
548,22,125,2.83,2026-06-07 16:51:00
549,5,125,1.78,2026-06-07 16:51:00
550,10,125,1.79,2026-06-07 16:51:00
551,24,126,0.35,2026-07-07 15:28:00
552,25,126,0.56,2026-07-07 15:28:00
553,5,126,0.85,2026-07-07 15:28:00
554,5,127,1.9,2026-01-24 14:45:00
555,6,127,1.09,2026-01-24 14:45:00
556,29,127,1.04,2026-01-24 14:45:00
557,5,128,2.02,2026-02-16 13:02:00
558,6,128,0.91,2026-02-16 13:02:00
559,29,128,0.82,2026-02-16 13:02:00
560,5,129,1.91,2026-02-21 17:34:00
561,6,129,0.83,2026-02-21 17:34:00
562,29,129,1.01,2026-02-21 17:34:00
563,24,130,0.33,2026-02-25 16:47:00
564,25,130,0.53,2026-02-25 16:47:00
565,5,130,0.94,2026-02-25 16:47:00
566,15,131,1.67,2026-03-21 11:23:00
567,13,131,0.59,2026-03-21 11:23:00
568,14,131,1.81,2026-03-21 11:23:00
569,1,131,2.15,2026-03-21 11:23:00
570,5,131,1.68,2026-03-21 11:23:00
571,9,131,0.93,2026-03-21 11:23:00
572,24,132,0.37,2026-04-23 15:15:00
573,25,132,0.7,2026-04-23 15:15:00
574,5,132,1.03,2026-04-23 15:15:00
575,2,133,0.46,2026-05-24 10:36:00
576,3,133,0.43,2026-05-24 10:36:00
577,11,133,0.69,2026-05-24 10:36:00
578,12,133,0.5,2026-05-24 10:36:00
579,16,133,1.1,2026-05-24 10:36:00
580,17,133,0.99,2026-05-24 10:36:00
581,5,133,2.28,2026-05-24 10:36:00
582,1,133,1.65,2026-05-24 10:36:00
583,26,134,1.68,2026-06-06 15:30:00
584,5,134,2.28,2026-06-06 15:30:00
585,10,134,1.1,2026-06-06 15:30:00
586,5,135,2.12,2026-04-18 15:00:00
587,6,135,1.06,2026-04-18 15:00:00
588,29,135,0.84,2026-04-18 15:00:00
589,27,136,0.94,2026-05-16 13:05:00
590,11,136,0.44,2026-05-16 13:05:00
591,12,136,0.44,2026-05-16 13:05:00
592,5,136,2.14,2026-05-16 13:05:00
593,5,137,2.11,2026-06-03 12:17:00
594,6,137,1.08,2026-06-03 12:17:00
595,29,137,1.05,2026-06-03 12:17:00
596,28,137,4.42,2026-06-03 12:17:00
597,30,138,0.99,2026-06-18 16:35:00
598,5,138,2.05,2026-06-18 16:35:00
599,29,138,1.08,2026-06-18 16:35:00
600,5,139,1.82,2026-07-02 17:15:00
601,6,139,1.15,2026-07-02 17:15:00
602,29,139,0.95,2026-07-02 17:15:00
603,28,139,4.41,2026-07-02 17:15:00
604,1,140,4.24,2026-07-11 16:11:00
605,8,140,1.86,2026-07-11 16:11:00
606,9,140,3.9,2026-07-11 16:11:00
